position,title,artists,album,duration,duration_seconds,videoId,likeStatus,inLibrary
137,La Luna en Tu Mirada,Los Zafiros,Director Nestor Mili,2:37,157,oQlh8FGnm0o,INDIFFERENT,False
138,Usted,Trios De México,Mexican Music: Trios,3:18,198,cqFU4TMTITQ,INDIFFERENT,False
139,Sabor A Mí,Trio Madeiras & El Requinto de Pepe Molina,Joyas Oaxaqueñas,3:05,185,Dv3w6rZvx2o,INDIFFERENT,False
140,Página Blanca,Los Fantasmas,Antología...Trios,3:11,191,ciQ2sLCKqKI,INDIFFERENT,False
141,Celos Sin Motivos,Odilio Gonzalez,Canta Sus 12 Grandes Éxitos,2:56,176,whFKkmjl3ps,INDIFFERENT,False
142,Tres Dilemas,Antonio Aguilar,Contigo En La Distancia,3:04,184,EqtTJ7s5ZZc,INDIFFERENT,False
143,Temeridad,Olimpo Cardenas,Las Consagradas de Olimpo Cardenas,3:03,183,t-5JqRGvk8Y,INDIFFERENT,False
144,Flor de Azalea,Jorge Negrete,El Increíble Jorge Negrete,3:07,187,2K3W3DvZXu8,INDIFFERENT,False
145,Sin Egoismo,Orlando Contreras,Yo Te Perdono,2:41,161,PBbNY3Zo8Qc,INDIFFERENT,False
146,Contigo,Claudio Estrada,Rockola Digital Boleros del Alma,2:45,165,Qf5QfYU9Wvk,INDIFFERENT,False
147,Sin Un Amor,Super Tamarindo All Stars,Los Grandes Exitos de Los Panchos (Pistas para Cantar como Los Panchos),3:11,191,0ve5yIORvGk,INDIFFERENT,False
148,Dos Gardenias,Buena Vista Social Club,Buena Vista Social Club,3:05,185,YxWM3bB5j9M,INDIFFERENT,False
149,Paloma Negra,Chavela Vargas,Chavela Vargas Con el Cuarteto Lara Foster,3:16,196,bUqzNlbuyD0,INDIFFERENT,False
150,Por Su Querer (feat. Fabián Lukie),VIRADO,Por Su Querer,4:34,274,pMwWWnGTVtE,INDIFFERENT,False
151,Si Tu No Estás,Los Maraqueños,Penumbras,3:20,200,Cqa9moyrQYs,INDIFFERENT,False
152,Mar y Cielo,Bolero Soul,Mas Boleros,3:09,189,3XJmtk4sWS8,INDIFFERENT,False
153,¿Hasta Dónde Te Quiero?,La Rondalla De Saltillo,¿Hasta Dónde Te Quiero?,2:27,147,rYwXfmgNSVI,INDIFFERENT,False
154,La Pistola Y El Corazón,Los Lobos,La Pistola Y El Corazon,3:28,208,HGn89hK1U9E,INDIFFERENT,False
155,Usted,Trío los Cordoba,Amor Qué Malo Eres,3:16,196,_j_9BHGUX9k,INDIFFERENT,False
156,La Última Noche,"Eydie Gorme, Trio Los Panchos",Amor / More Amor,2:56,176,JJlHqBVgCLs,INDIFFERENT,False
157,Lamento Borincano,Daniel Santos,Mis Primeros 20 Éxitos,4:16,256,HI07Kq7z5lc,INDIFFERENT,False
158,Historia De Un Amor,Los Tres Diamantes,"Recordando a Los Tres Diamantes,Vol.1",3:02,182,GniHZdrBOgE,INDIFFERENT,False
159,"Quizás, Quizás, Quizás",Pedro Vargas,Soy Puro Mexicano,3:22,202,DD3H0sk8hLk,INDIFFERENT,False
160,Aunque Me Duela El Alma,Julio Jaramillo,El Mítico Julio Jaramillo,2:23,143,uqGRGUE5YOo,INDIFFERENT,False
161,Caminemos,Los Tres Reyes,Los Tres Reyes,2:48,168,tXH5Bw23eyI,INDIFFERENT,False
162,La Puerta,Los Tres Ases,Los Tres Ases,3:02,182,n93CjhTtKJQ,INDIFFERENT,False
